time_s,rho_Area1_per_s,rho_Area2_per_s,rho_Area3_per_s,rho_Area4_per_s,rho_Area5_per_s,omega_Area1_rad_per_s,omega_Area2_rad_per_s,omega_Area3_rad_per_s,omega_Area4_rad_per_s,omega_Area5_rad_per_s,df_Area1_Hz,df_Area2_Hz,df_Area3_Hz,df_Area4_Hz,df_Area5_Hz
1.03,0.00453563635859066,-0.0520885232013702,-0.00193597874189111,-0.00681501776020178,0.00321391347595229,0.0365689426736931,-0.054844621630641,0.00416645560352822,0.0221277683459954,-0.0433840676145289,0.0058201279901624,-0.0087287926345212,0.000663112004474442,0.00352174371185754,-0.00690478881228529
1.04,0.00292053273986158,-0.0736987406566422,-0.00264094362468991,-0.00967328162561328,0.00325307723282349,0.0331772106739948,-0.0736522497082621,0.00432733542392564,0.0221860643957331,-0.0426538625620843,0.00528031707676746,-0.0117221196109085,0.000688716823134428,0.00353102181633602,-0.00678857306871805
1.05,0.00177818839324235,-0.0933217627059512,-0.00319452905814146,-0.0122043808994677,0.00331545636603626,0.0290059320785874,-0.0923134308346192,0.00447488747224821,0.0222185884360703,-0.041910796759161,0.00461643746929497,-0.0146921388311014,0.000712200460988299,0.00353619817812501,-0.00667031047314026
1.06,0.00097470151548381,-0.109164106137215,-0.0036753082596833,-0.0140610054018245,0.0033740793030705,0.023755166611969,-0.110911296193844,0.004584285733991,0.0221994850406497,-0.0411530093548096,0.00378075219026641,-0.0176520810339795,0.000729611735110325,0.00353315777831398,-0.00654970486192497
1.07,0.000519732035458573,-0.120124585007547,-0.00407207874495061,-0.0152552367492336,0.00341681016393252,0.0175936034776861,-0.129247409956179,0.00463703121542701,0.0221043868877334,-0.0403909758755565,0.0028001089602725,-0.0205703641763506,0.000738006439206629,0.00351802243719845,-0.00642842346690031
1.08,6.77657612010037e-05,-0.126810691208311,-0.0044324923172089,-0.0155784431054251,0.00342460279321193,0.0103804090027992,-0.147269176690861,0.00461083990998973,0.0218917235418175,-0.0396271443982399,0.0016520934041111,-0.0234386174354242,0.000733837963480255,0.00348417601448148,-0.00630685591159619
1.09,-0.000977576064935873,-0.132588571531342,-0.00487077332644111,-0.0152578606003982,0.00338712573413448,0.00191340903232715,-0.165023393531327,0.00448903596583083,0.0215097848183402,-0.0388590554152775,0.000304528505651547,-0.0262642888063098,0.000714452263679277,0.00342338857868185,-0.0061846107532233
1.1,-0.00227420670034679,-0.137446552065641,-0.0050777737094151,-0.0142325344240439,0.00338919544482608,-0.00795453572602032,-0.182486263130699,0.00428369037566633,0.0209536013116451,-0.0380129826435308,-0.00126600368079721,-0.0290435908236191,0.000681770497962475,0.00333486922432513,-0.00604995408938436
1.11,-0.00431704093811662,-0.145045007450646,-0.00568156644158093,-0.0140459499543444,0.00331129554913648,-0.0187311886991499,-0.199379522682946,0.00391677720815301,0.0201206101828371,-0.0372504875675503,-0.00298116127145676,-0.0317322365862935,0.000623374453667225,0.00320229456862364,-0.00592859922895883
1.12,-0.00623909143501329,-0.150803308268347,-0.00660968215813218,-0.0145787373746083,0.00313896475544431,-0.0306049367650687,-0.215665896954646,0.00337340666164228,0.0189875221568691,-0.0365706053546468,-0.00487092696917557,-0.0343242935566792,0.000536894345259498,0.0030219580083326,-0.00582039261405498
1.13,-0.00681676083591486,-0.14652799124144,-0.00707828923310288,-0.0141551060709273,0.00304962890076556,-0.0440158032878287,-0.231549805110498,0.00269747262279428,0.017612041610753,-0.0358147049450125,-0.00700533266741843,-0.0368522960553008,0.00042931610177277,0.00280304348029148,-0.00570008732737648
1.14,-0.00669492206894038,-0.133437716852732,-0.00742234383524465,-0.0132709588474195,0.00298716234793023,-0.0586186210528208,-0.246768524449192,0.00183776123562314,0.0159278217226629,-0.0350691492575719,-0.00932944329778707,-0.0392744304655821,0.000292488784872091,0.00253499155984827,-0.00558142845437004
1.15,-0.00625711849994878,-0.115573715304074,-0.00805045870241206,-0.0126254915324059,0.00283242130841361,-0.0739880091963139,-0.261150294995653,0.000756306519630857,0.0139094460359997,-0.0344180094627091,-0.011775557393122,-0.0415633603384649,0.000120369921091878,0.00221375709229932,-0.00547779633737377
1.16,-0.00464348712733797,-0.088265172240527,-0.00849535438039769,-0.0112470865034708,0.00259829049986511,-0.0904319248273864,-0.274895960506144,-0.000458518316226534,0.0116806872092485,-0.0336364594742203,-0.0143926878495932,-0.0437510509505472,-7.29754565256258e-05,0.00185903910806218,-0.00535340879343238
1.17,-0.00292295112819852,-0.0577629279743489,-0.00852381780810106,-0.00941408162259495,0.00251124827526393,-0.107860492460265,-0.288136305499212,-0.00187710227339777,0.00908068121552698,-0.0328601075112681,-0.0171665305393773,-0.045858317304436,-0.000298750105500289,0.00144523530209284,-0.00522984854094943
1.18,-0.00266524196748987,-0.0349049591728126,-0.00863072279216011,-0.00820571923318652,0.00246848243344538,-0.125479189604721,-0.300563368615513,-0.00355249528711666,0.00605786505609171,-0.0322559047229039,-0.0199706332807565,-0.0478361458275103,-0.000565397185255279,0.000964139168260658,-0.00513368668055136
1.19,-0.00280856541370844,-0.0162285833267076,-0.00893070618997921,-0.0076222825574934,0.00230451871211088,-0.143416673015539,-0.312463038560289,-0.00539929737892596,0.00282488276377735,-0.0316034055024423,-0.022825472432217,-0.0497300371203835,-0.000859324867079181,0.000449594055510261,-0.00502983820425129
1.2,-0.00377028169099029,-0.00159283322762768,-0.0099349369259557,-0.00831524067097152,0.00175479037661594,-0.161784310308679,-0.324041237447496,-0.00737994889672611,-0.000723428570489449,-0.0309804902692278,-0.0257487727003394,-0.0515727647053836,-0.00117455534667954,-0.000115137232967299,-0.00493069816575797
